"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KCNC2",111.069754068071,1.33454108088458,0.424603308552471,3.14303033915164,0.00167208508153994,0.0078946635465465
"GLIPR1",73.7342935817283,-2.12546447779505,0.565692026317286,-3.75728201727015,0.000171768880396535,0.00115753250720102
"PHLDA1",1458.7796680736,1.43839455959815,0.343732199267423,4.18463723405521,2.85621855396987e-05,0.000251317578757755
"PAWR",296.951245001283,1.32260007351049,0.246165667089384,5.37280478284669,7.75212428851329e-08,1.51666691877576e-06
"LOC101749704",15.4406501250921,-3.98258623092595,1.15683883300587,-3.44264569730754,0.000576053471197071,0.00326063053141147
"OTOGL",116.692808022132,1.22960436522246,0.36455395529612,3.3729009035814,0.000743807170926502,0.00404087549589878
"PTPRQ",17.1202901526018,2.01361275697038,0.75299676891783,2.67413200174052,0.0074922954336627,0.0272573362654909
"RASSF9",184.597162064345,-1.20010230831894,0.359779537991036,-3.33566026300483,0.000850970887574963,0.00451131032002711
"NTS",34.3415959324334,2.9238976539589,0.789905219796987,3.70158036771851,0.000214260767203182,0.00140073352191561
"KERA",20.722453689368,3.90962233078858,1.23184423918812,3.17379600960372,0.00150459394221821,0.00725825460612125
"LUM",7632.3850945449,1.75822513285092,0.45331419331339,3.8786015500631,0.000105058669571753,0.000758350326815847
"PLEKHG7",22.2850261280314,2.44055243669381,0.889398847062947,2.74404722330507,0.00606868071931223,0.0229142470659329
"CEP83",151.700458398665,1.15724478753089,0.301822677498516,3.834187666487,0.000125979934806622,0.000888230294234664
"METAP2",5260.28651790544,-1.09119214383675,0.192740349813696,-5.66146188326162,1.50088847409564e-08,3.53334161610014e-07
"ELK3",1136.32630301546,1.05392643077591,0.214995313662694,4.90209024941543,9.48222525410642e-07,1.35996992202165e-05
"CFAP54",33.8579161186143,1.31931206459933,0.393141694802658,3.35581822544051,0.000791305604163048,0.00424450316157078
